deactivated_id,name,correction_reason
407,Hotel 360,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel 360"" (id 2065) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
406,Jhong View Top Guest House and Restaurant,"Consolidation round 2026-09-21: duplicates Hotel record ""Jhong View Top Guest House and Restaurant"" (id 4152) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
405,Dhakpochhe Tashi-Ling Guesthouse,"Consolidation round 2026-09-21: duplicates Hotel record ""Dhakpochhe Tashi-Ling Guesthouse"" (id 4151) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
404,Annapurna Lodge,"Consolidation round 2026-09-21: duplicates Hotel record ""Annapurna Lodge"" (id 4150) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
402,Hotel Manasulu & Restaurant,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel Manasulu & Restaurant"" (id 3924) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
400,Annapurna Hotel,"Consolidation round 2026-09-21: duplicates Hotel record ""Annapurna Hotel"" (id 3995) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
398,Sinuwa Guesthouse,"Consolidation round 2026-09-21: duplicates Hotel record ""Sinuwa Guesthouse"" (id 2063) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
397,Hill Top Lodge,"Consolidation round 2026-09-21: duplicates Hotel record ""Hill Top Lodge"" (id 2062) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
396,Hotel Namaste and Restaurant,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel Namaste and Restaurant"" (id 2061) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
395,Himalaya Guesthouse,"Consolidation round 2026-09-21: duplicates Hotel record ""Himalaya Guesthouse"" (id 2060) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
393,New peaceful guest house,"Consolidation round 2026-09-21: duplicates Hotel record ""New peaceful guest house"" (id 2058) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
368,Hotel Parkland,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel Parkland"" (id 1) ~45 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
367,Eden Jungle Resort,"Consolidation round 2026-09-21: duplicates Hotel record ""Eden Jungle Resort"" (id 1702) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
364,Kathmandu Peace Guest House;Tea & Souvenirs,"Consolidation round 2026-09-21: duplicates Hotel record ""Kathmandu Peace Guest House;Tea & Souvenirs"" (id 3166) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
362,Dharma Hotel,"Consolidation round 2026-09-21: duplicates Hotel record ""Dharma Hotel"" (id 2052) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
361,Lake City Hotel,"Consolidation round 2026-09-21: duplicates Hotel record ""Lake City Hotel"" (id 2051) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
360,Chhetri Sisters Guesthouse,"Consolidation round 2026-09-21: duplicates Hotel record ""Chhetri Sisters Guesthouse"" (id 2050) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
358,Prasanna Hotel,"Consolidation round 2026-09-21: duplicates Hotel record ""Prasanna Hotel"" (id 3994) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
357,Hotel Royal Garden,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel Royal Garden"" (id 3993) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
356,Namala Hotel,"Consolidation round 2026-09-21: duplicates Hotel record ""Namala Hotel"" (id 3992) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
354,Tilicho Hotel,"Consolidation round 2026-09-21: duplicates Hotel record ""Tilicho Hotel"" (id 3991) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
353,Mongolian Guesthouse,"Consolidation round 2026-09-21: duplicates Hotel record ""Mongolian Guesthouse"" (id 3923) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
352,Sabina Guesthouse,"Consolidation round 2026-09-21: duplicates Hotel record ""Sabina Guesthouse"" (id 3922) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
351,Boomerang Hotel,"Consolidation round 2026-09-21: duplicates Hotel record ""Boomerang Hotel"" (id 3921) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
350,Hikers Guesthouse,"Consolidation round 2026-09-21: duplicates Hotel record ""Hikers Guesthouse"" (id 3920) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
349,Manaslu Hotel,"Consolidation round 2026-09-21: duplicates Hotel record ""Manaslu Hotel"" (id 3990) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
348,Tibet Hotel,"Consolidation round 2026-09-21: duplicates Hotel record ""Tibet Hotel"" (id 3989) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
347,Hotel Manasulu View,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel Manasulu View"" (id 3988) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
346,Munji Lodge & Bakery,"Consolidation round 2026-09-21: duplicates Hotel record ""Munji Lodge & Bakery"" (id 3987) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
345,Yak & Yeti Hotel,"Consolidation round 2026-09-21: duplicates Hotel record ""Yak & Yeti Hotel"" (id 3986) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
344,Yak Ru Hotel,"Consolidation round 2026-09-21: duplicates Hotel record ""Yak Ru Hotel"" (id 3985) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
343,Gorkhali Hotel,"Consolidation round 2026-09-21: duplicates Hotel record ""Gorkhali Hotel"" (id 3984) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
342,Himalaya Hotel,"Consolidation round 2026-09-21: duplicates Hotel record ""Himalaya Hotel"" (id 3983) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
341,Hotel Windy Valley,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel Windy Valley"" (id 4148) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
337,Hotel Jomsom View,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel Jomsom View"" (id 4147) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
336,Hotel Mountain Breeze,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel Mountain Breeze"" (id 4146) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
335,Hotel Mountain View,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel Mountain View"" (id 4145) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
334,Hotel Sakura,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel Sakura"" (id 4144) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
333,Hotel Dreamland,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel Dreamland"" (id 4143) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
332,Hotel Tilicho,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel Tilicho"" (id 4142) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
331,Hotel Airport Inn,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel Airport Inn"" (id 4141) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
330,Hotel Snowland,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel Snowland"" (id 4140) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
329,Kali Gandaki Guesthouse,"Consolidation round 2026-09-21: duplicates Hotel record ""Kali Gandaki Guesthouse"" (id 4139) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
328,Hotel Majesty,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel Majesty"" (id 4138) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
327,Hotel Lali Gurans,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel Lali Gurans"" (id 4137) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
326,Hotel Mustang Monalisha,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel Mustang Monalisha"" (id 4136) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
324,Trekkers Inn,"Consolidation round 2026-09-21: duplicates Hotel record ""Trekkers Inn"" (id 4135) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
322,Jungle Sunset hotel,"Consolidation round 2026-09-21: duplicates Hotel record ""Jungle Sunset hotel"" (id 1701) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
321,Sapana Lodge,"Consolidation round 2026-09-21: duplicates Hotel record ""Sapana Lodge"" (id 1700) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
320,Tiger Tops Jungle Lodge,"Consolidation round 2026-09-21: duplicates Hotel record ""Tiger Tops Jungle Lodge"" (id 1699) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
318,Butterfly Lodge,"Consolidation round 2026-09-21: duplicates Hotel record ""Butterfly Lodge"" (id 2049) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
302,Hotel Yambu Kathmandu,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel Yambu Kathmandu"" (id 3164) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
301,Hotel Gorkha Bisauni,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel Gorkha Bisauni"" (id 1837) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
294,Radisson Hotel Kathmandu,"Consolidation round 2026-09-21: duplicates Hotel record ""Radisson Hotel Kathmandu"" (id 3163) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
293,Binti Lodge & Restaurant,"Consolidation round 2026-09-21: duplicates Hotel record ""Binti Lodge & Restaurant"" (id 2048) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
290,Anjuli Hotel & Restaurant,"Consolidation round 2026-09-21: duplicates Hotel record ""Anjuli Hotel & Restaurant"" (id 2047) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
289,Green Valley Lodge and Restaurant,"Consolidation round 2026-09-21: duplicates Hotel record ""Green Valley Lodge and Restaurant"" (id 2046) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
288,Bikash Guest House,"Consolidation round 2026-09-21: duplicates Hotel record ""Bikash Guest House"" (id 2045) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
287,Everest Homestay,"Consolidation round 2026-09-21: duplicates Hotel record ""Everest Homestay"" (id 2044) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
281,Hill Side Lodge,"Consolidation round 2026-09-21: duplicates Hotel record ""Hill Side Lodge"" (id 2043) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
278,Mountain Discovery Lodge,"Consolidation round 2026-09-21: duplicates Hotel record ""Mountain Discovery Lodge"" (id 2040) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
277,Gurung Co-Operative Guest House and Restaurant,"Consolidation round 2026-09-21: duplicates Hotel record ""Gurung Co-Operative Guest House and Restaurant"" (id 2039) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
276,Shangrila Guest House and Restaurant,"Consolidation round 2026-09-21: duplicates Hotel record ""Shangrila Guest House and Restaurant"" (id 2038) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
274,Hotel Himal,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel Himal"" (id 2037) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
273,Nice View Lodge,"Consolidation round 2026-09-21: duplicates Hotel record ""Nice View Lodge"" (id 2036) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
270,Begnas lodge and restaurant,"Consolidation round 2026-09-21: duplicates Hotel record ""Begnas lodge and restaurant"" (id 2034) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
267,Gurung Hotel,"Consolidation round 2026-09-21: duplicates Hotel record ""Gurung Hotel"" (id 2031) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
266,Hotel Nirvana,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel Nirvana"" (id 2030) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
265,Manisha Hotel & Restaurant,"Consolidation round 2026-09-21: duplicates Hotel record ""Manisha Hotel & Restaurant"" (id 2029) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
263,Hill Top Guest House,"Consolidation round 2026-09-21: duplicates Hotel record ""Hill Top Guest House"" (id 2028) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
262,Guest House,"Consolidation round 2026-09-21: duplicates Hotel record ""Guest House"" (id 2027) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
261,Shiva Lodge and Restaurant,"Consolidation round 2026-09-21: duplicates Hotel record ""Shiva Lodge and Restaurant"" (id 2026) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
260,Sunita Guest House and Restaurant,"Consolidation round 2026-09-21: duplicates Hotel record ""Sunita Guest House and Restaurant"" (id 2025) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
259,Sunrise Guest House,"Consolidation round 2026-09-21: duplicates Hotel record ""Sunrise Guest House"" (id 2024) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
257,HOTEL ANNAPURNA ASHIRVAD,"Consolidation round 2026-09-21: duplicates Hotel record ""HOTEL ANNAPURNA ASHIRVAD"" (id 2023) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
256,Hotel Machhapuchhre,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel Machhapuchhre"" (id 2022) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
255,Peace and Love Hotel,"Consolidation round 2026-09-21: duplicates Hotel record ""Peace and Love Hotel"" (id 3919) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
252,Viewpoint Hotel,"Consolidation round 2026-09-21: duplicates Hotel record ""Viewpoint Hotel"" (id 2019) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
251,Sacred Valley Inn,"Consolidation round 2026-09-21: duplicates Hotel record ""Sacred Valley Inn"" (id 2018) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
249,Giri Guesthouse,"Consolidation round 2026-09-21: duplicates Hotel record ""Giri Guesthouse"" (id 2016) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
248,Mums Garden Resort,"Consolidation round 2026-09-21: duplicates Hotel record ""Mums Garden Resort"" (id 2015) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
246,Northfield Hotel,"Consolidation round 2026-09-21: duplicates Hotel record ""Northfield Hotel"" (id 3162) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
244,Acme Guest House,"Consolidation round 2026-09-21: duplicates Hotel record ""Acme Guest House"" (id 3160) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
243,Holy Lodge,"Consolidation round 2026-09-21: duplicates Hotel record ""Holy Lodge"" (id 3159) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
239,Hotel Norbulinka,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel Norbulinka"" (id 3155) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
238,Kathmandu Aagantuk Hotel,"Consolidation round 2026-09-21: duplicates Hotel record ""Kathmandu Aagantuk Hotel"" (id 3154) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
237,Hotel Dolphin,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel Dolphin"" (id 3153) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
236,Samsara Resort,"Consolidation round 2026-09-21: duplicates Hotel record ""Samsara Resort"" (id 3152) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
231,Hotel Elite,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel Elite"" (id 3147) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
229,Norling Guesthouse,"Consolidation round 2026-09-21: duplicates Hotel record ""Norling Guesthouse"" (id 3145) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
224,Hotel Blue Diamond,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel Blue Diamond"" (id 3140) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
215,Excelsior Hotel,"Consolidation round 2026-09-21: duplicates Hotel record ""Excelsior Hotel"" (id 3131) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
207,Safari Adventure Lodge,"Consolidation round 2026-09-21: duplicates Hotel record ""Safari Adventure Lodge"" (id 1698) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
206,Lodge,"Consolidation round 2026-09-21: duplicates Hotel record ""Lodge"" (id 1697) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
201,Lake View Lodge,"Consolidation round 2026-09-21: duplicates Hotel record ""Lake View Lodge"" (id 2014) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
200,View Top Lodge and Restaurant,"Consolidation round 2026-09-21: duplicates Hotel record ""View Top Lodge and Restaurant"" (id 2013) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
193,Green Park Resort,"Consolidation round 2026-09-21: duplicates Hotel record ""Green Park Resort"" (id 4961) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
190,Khadgami Guest House,"Consolidation round 2026-09-21: duplicates Hotel record ""Khadgami Guest House"" (id 4960) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
189,Hill Top Hotel,"Consolidation round 2026-09-21: duplicates Hotel record ""Hill Top Hotel"" (id 2012) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
187,Hotel Annapurna lake view,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel Annapurna lake view"" (id 2010) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
186,Prakash Guesthouse,"Consolidation round 2026-09-21: duplicates Hotel record ""Prakash Guesthouse"" (id 2009) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
182,Hotel Tilche,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel Tilche"" (id 3982) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
180,Jungle Lodge Hotel,"Consolidation round 2026-09-21: duplicates Hotel record ""Jungle Lodge Hotel"" (id 1696) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
179,Paradise Hotel,"Consolidation round 2026-09-21: duplicates Hotel record ""Paradise Hotel"" (id 1695) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
178,Elephant Safari Resort,"Consolidation round 2026-09-21: duplicates Hotel record ""Elephant Safari Resort"" (id 1694) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
176,Chitwan Resort and Camp,"Consolidation round 2026-09-21: duplicates Hotel record ""Chitwan Resort and Camp"" (id 1693) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
174,Jungle Safari Lodge,"Consolidation round 2026-09-21: duplicates Hotel record ""Jungle Safari Lodge"" (id 1691) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
173,Rhino Lodge,"Consolidation round 2026-09-21: duplicates Hotel record ""Rhino Lodge"" (id 1690) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
172,Royal Park Hotel,"Consolidation round 2026-09-21: duplicates Hotel record ""Royal Park Hotel"" (id 1689) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
171,Hotel Riverside,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel Riverside"" (id 1688) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
170,Hotel Nature Heritage,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel Nature Heritage"" (id 1687) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
169,Hambro Hotel,"Consolidation round 2026-09-21: duplicates Hotel record ""Hambro Hotel"" (id 1686) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
168,Wendy's Lodge,"Consolidation round 2026-09-21: duplicates Hotel record ""Wendy's Lodge"" (id 1685) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
167,Chitwan Forest Resort,"Consolidation round 2026-09-21: duplicates Hotel record ""Chitwan Forest Resort"" (id 200) ~115 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
163,Green View Lodge,"Consolidation round 2026-09-21: duplicates Hotel record ""Green View Lodge"" (id 2008) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
161,National Lodge,"Consolidation round 2026-09-21: duplicates Hotel record ""National Lodge"" (id 4133) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
159,River Side Lodge,"Consolidation round 2026-09-21: duplicates Hotel record ""River Side Lodge"" (id 4132) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
157,Potala Guesthouse,"Consolidation round 2026-09-21: duplicates Hotel record ""Potala Guesthouse"" (id 3130) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
156,Panaroma Point Lodge,"Consolidation round 2026-09-21: duplicates Hotel record ""Panaroma Point Lodge"" (id 2007) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
155,Green Land Hotel,"Consolidation round 2026-09-21: duplicates Hotel record ""Green Land Hotel"" (id 2006) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
154,Yama Sakura Guesthouse,"Consolidation round 2026-09-21: duplicates Hotel record ""Yama Sakura Guesthouse"" (id 2005) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
153,New Excellent View Guesthouse,"Consolidation round 2026-09-21: duplicates Hotel record ""New Excellent View Guesthouse"" (id 2004) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
152,Nice View Guest House,"Consolidation round 2026-09-21: duplicates Hotel record ""Nice View Guest House"" (id 2003) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
151,Dhaulagiri View Hotel,"Consolidation round 2026-09-21: duplicates Hotel record ""Dhaulagiri View Hotel"" (id 2002) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
150,Paradise Hotel,"Consolidation round 2026-09-21: duplicates Hotel record ""Paradise Hotel"" (id 2001) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
149,Archana Guesthouse & Restaurant,"Consolidation round 2026-09-21: duplicates Hotel record ""Archana Guesthouse & Restaurant"" (id 2000) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
148,Sundar Guesthouse,"Consolidation round 2026-09-21: duplicates Hotel record ""Sundar Guesthouse"" (id 1999) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
147,Hita Guesthouse Restaurant,"Consolidation round 2026-09-21: duplicates Hotel record ""Hita Guesthouse Restaurant"" (id 1998) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
146,Sunlight Guesthouse & Restaurant,"Consolidation round 2026-09-21: duplicates Hotel record ""Sunlight Guesthouse & Restaurant"" (id 1997) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
145,Excellent View Guesthouse & Restaurant,"Consolidation round 2026-09-21: duplicates Hotel record ""Excellent View Guesthouse & Restaurant"" (id 1996) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
144,Sapna Lodge,"Consolidation round 2026-09-21: duplicates Hotel record ""Sapna Lodge"" (id 1995) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
143,Ram Lodge,"Consolidation round 2026-09-21: duplicates Hotel record ""Ram Lodge"" (id 1994) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
142,Tolka Guesthouse,"Consolidation round 2026-09-21: duplicates Hotel record ""Tolka Guesthouse"" (id 1993) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
