Hotel Name,Destination,Address,Latitude,Longitude,Phone,Rating,Price Per Night,Currency,Booking Status,Booking URL
Koshi Imperial Crown,Dharan,Dharan Nepal,26.8145,87.2845,+977-25-531100,4.8,165,USD,Available,https://www.koshiimperialcrown.com
Dharan Grand Palace,Dharan,Dharan Nepal,26.8120,87.2820,+977-25-531200,4.6,135,USD,Available,https://www.dharangrandpalace.com
Ilam Royal Imperial,Ilam,Ilam Nepal,26.9140,87.9340,+977-27-531000,4.9,210,USD,Available,https://www.ilamroyalimperial.com
Kanyam Imperial Crown,Ilam,Kanyam Nepal,26.8840,87.9240,+977-27-531100,4.8,180,USD,Available,https://www.kanyamimperialcrown.com
Hotel Name,Destination,Address,Latitude,Longitude,Phone,Rating,Price Per Night,Currency,Booking Status,Booking URL
Mai Valley Royal Palace,Ilam,Mai Valley Nepal,26.9185,87.9385,+977-27-531200,4.7,155,USD,Available,https://www.maivalleyroyalpalace.com
Janakpur Grand Heritage,Janakpur,Janakpur Nepal,26.7315,85.9285,+977-41-532000,4.8,175,USD,Available,https://www.janakpurgrandheritage.com
Mithila Imperial Crown,Janakpur,Janakpur Nepal,26.7305,85.9275,+977-41-532100,4.7,150,USD,Available,https://www.mithilaimperialcrown.com
Sita Grand Palace,Janakpur,Janakpur Nepal,26.7300,85.9270,+977-41-532200,4.6,130,USD,Available,https://www.sitagrandpalace.com
Palpa Royal Imperial,Tansen,Palpa Nepal,27.8705,83.5495,+977-75-532000,4.9,210,USD,Available,https://www.palparoyalimperial.com
Srinagar Imperial Crown,Tansen,Palpa Nepal,27.8710,83.5500,+977-75-532100,4.8,185,USD,Available,https://www.srinagarimperialcrown.com
Tansen Grand Palace,Tansen,Palpa Nepal,27.8695,83.5485,+977-75-532200,4.7,165,USD,Available,https://www.tansengrandpalace.com
Butwal Royal Heritage,Butwal,Butwal Nepal,27.7035,83.4535,+977-71-539000,4.8,190,USD,Available,https://www.butwalroyalheritage.com
Western Imperial Crown,Butwal,Butwal Nepal,27.7025,83.4525,+977-71-539100,4.7,160,USD,Available,https://www.westernimperialcrown.com
Biratnagar Royal Palace,Biratnagar,Biratnagar Nepal,26.4560,87.2750,+977-21-539000,4.9,200,USD,Available,https://www.biratnagarroyalpalace.com
Koshi Imperial Palace,Biratnagar,Biratnagar Nepal,26.4550,87.2740,+977-21-539100,4.8,170,USD,Available,https://www.koshiimperialpalace.com
Eastern Grand Crown,Biratnagar,Biratnagar Nepal,26.4555,87.2745,+977-21-539200,4.6,140,USD,Available,https://www.easterngrandcrown.com
Pokhara Royal Imperial,Pokhara,Lakeside Pokhara Nepal,28.2140,83.9610,+977-61-482000,4.9,250,USD,Available,https://www.pokhararoyalimperial.com
Fewa Grand Summit,Pokhara,Fewa Lake Nepal,28.2130,83.9600,+977-61-482100,4.8,220,USD,Available,https://www.fewagrandsummit.com
Annapurna Royal Palace,Pokhara,Pokhara Nepal,28.2170,83.9580,+977-61-482200,4.7,185,USD,Available,https://www.annapurnaroyalpalace.com
Mountain Royal Imperial,Pokhara,Pokhara Nepal,28.2175,83.9570,+977-61-482300,4.6,165,USD,Available,https://www.mountainroyalimperial.com
Kathmandu Royal Imperial,Kathmandu,Thamel Nepal,27.7175,85.3145,+977-1-4709900,4.9,260,USD,Available,https://www.kathmanduroyalimperial.com
Thamel Royal Palace,Kathmandu,Thamel Nepal,27.7185,85.3155,+977-1-4710000,4.8,230,USD,Available,https://www.thamelroyalpalace.com
Himalayan Royal Imperial,Kathmandu,Lazimpat Nepal,27.7215,85.3195,+977-1-4420000,4.9,270,USD,Available,https://www.himalayanroyalimperial.com
Kathmandu Grand Imperial,Kathmandu,Kathmandu Nepal,27.7160,85.3180,+977-1-4710100,4.7,200,USD,Available,https://www.kathmandugrandimperial.com
Hotel Name,Destination,Address,Latitude,Longitude,Phone,Rating,Price Per Night,Currency,Booking Status,Booking URL
Patan Royal Imperial,Lalitpur,Patan Nepal,27.6755,85.3285,+977-1-5544400,4.9,240,USD,Available,https://www.patanroyalimperial.com
Newa Royal Summit,Lalitpur,Patan Nepal,27.6748,85.3278,+977-1-5544500,4.8,200,USD,Available,https://www.newaroyalsummit.com
Lalitpur Grand Palace,Lalitpur,Patan Nepal,27.6760,85.3288,+977-1-5544600,4.7,175,USD,Available,https://www.lalitpurgrandpalace.com
Bhaktapur Royal Imperial,Bhaktapur,Bhaktapur Nepal,27.6750,85.4330,+977-1-6622200,4.9,230,USD,Available,https://www.bhaktapurroyalimperial.com
Durbar Imperial Crown,Bhaktapur,Bhaktapur Nepal,27.6740,85.4320,+977-1-6622300,4.8,190,USD,Available,https://www.durbarimperialcrown.com
Bhaktapur Grand Summit,Bhaktapur,Bhaktapur Nepal,27.6732,85.4312,+977-1-6622400,4.7,160,USD,Available,https://www.bhaktapurgrandsummit.com
Nagarkot Royal Imperial,Nagarkot,Nagarkot Nepal,27.7195,85.5225,+977-1-6688800,4.9,280,USD,Available,https://www.nagarkotroyalimperial.com
Nagarkot Imperial Palace,Nagarkot,Nagarkot Nepal,27.7187,85.5217,+977-1-6688900,4.8,230,USD,Available,https://www.nagarkotimperialpalace.com
Dhulikhel Royal Imperial,Dhulikhel,Dhulikhel Nepal,27.6260,85.5460,+977-11-493800,4.9,250,USD,Available,https://www.dhulikhelroyalimperial.com
Dhulikhel Grand Palace,Dhulikhel,Dhulikhel Nepal,27.6255,85.5455,+977-11-493900,4.8,210,USD,Available,https://www.dhulikhelgrandpalace.com
Panauti Royal Summit,Panauti,Panauti Nepal,27.5865,85.5150,+977-11-442600,4.7,170,USD,Available,https://www.panautiroyalsummit.com
Bandipur Royal Palace,Bandipur,Bandipur Nepal,27.9415,84.4105,+977-65-565600,4.9,270,USD,Available,https://www.bandipurroyalpalace.com
Bandipur Imperial Heritage,Bandipur,Bandipur Nepal,27.9405,84.4095,+977-65-565700,4.8,220,USD,Available,https://www.bandipurimperialheritage.com
Gorkha Royal Imperial,Gorkha,Gorkha Nepal,28.0045,84.6365,+977-64-434000,4.9,240,USD,Available,https://www.gorkharoyalimperial.com
Gorkha Grand Summit,Gorkha,Gorkha Nepal,28.0038,84.6358,+977-64-434100,4.8,190,USD,Available,https://www.gorkhagrandsummit.com
Manaslu Royal Palace,Gorkha,Manaslu Nepal,28.6540,84.6540,+977-64-434200,4.9,280,USD,Available,https://www.manasluroyalpalace.com
Lamjung Royal Imperial,Lamjung,Lamjung Nepal,28.2385,84.3785,+977-66-532000,4.8,200,USD,Available,https://www.lamjungroyalimperial.com
Besisahar Royal Summit,Lamjung,Besisahar Nepal,28.2355,84.3755,+977-66-532100,4.7,170,USD,Available,https://www.besisaharroyalsummit.com
Manang Royal Imperial,Manang,Manang Nepal,28.6705,84.0215,+977-66-455000,4.9,290,USD,Available,https://www.manangroyalimperial.com
Annapurna Royal Palace,Manang,Annapurna Region Nepal,28.6730,84.0230,+977-66-455100,4.8,240,USD,Available,https://www.annapurnaroyalpalace.com
Hotel Name,Destination,Address,Latitude,Longitude,Phone,Rating,Price Per Night,Currency,Booking Status,Booking URL
Mustang Royal Imperial,Mustang,Jomsom Nepal,28.7845,83.7345,+977-69-454000,4.9,280,USD,Available,https://www.mustangroyalimperial.com
Kagbeni Royal Palace,Mustang,Kagbeni Nepal,28.8390,83.7860,+977-69-454100,4.8,220,USD,Available,https://www.kagbeniroyalpalace.com
Marpha Grand Summit,Mustang,Marpha Nepal,28.7540,83.6940,+977-69-454200,4.7,190,USD,Available,https://www.marphagrandsummit.com
Everest Royal Imperial,Solukhumbu,Namche Nepal,27.8080,86.7130,+977-38-552000,4.9,300,USD,Available,https://www.everestroyalimperial.com
Khumbu Royal Palace,Solukhumbu,Khumbu Nepal,27.8090,86.7150,+977-38-552100,4.8,250,USD,Available,https://www.khumburoyalpalace.com
Lukla Grand Imperial,Solukhumbu,Lukla Nepal,27.6900,86.7310,+977-38-552200,4.7,200,USD,Available,https://www.luklagrandimperial.com
Chitwan Royal Imperial Resort,Chitwan,Sauraha Nepal,27.5845,84.4980,+977-56-595000,4.9,220,USD,Available,https://www.chitwanroyalimperialresort.com
Sauraha Royal Palace,Chitwan,Sauraha Nepal,27.5855,84.4990,+977-56-595100,4.8,180,USD,Available,https://www.sauraharoyalpalace.com
Tharu Imperial Heritage,Chitwan,Sauraha Nepal,27.5865,84.5000,+977-56-595200,4.7,150,USD,Available,https://www.tharuimperialheritage.com
Lumbini Royal Palace,Lumbini,Lumbini Nepal,27.4730,83.2790,+977-71-595000,4.9,210,USD,Available,https://www.lumbiniroyalpalace.com
Buddha Royal Imperial,Lumbini,Lumbini Nepal,27.4723,83.2783,+977-71-595100,4.8,175,USD,Available,https://www.buddharoyalimperial.com
Maya Royal Heritage,Lumbini,Lumbini Nepal,27.4728,83.2775,+977-71-595200,4.6,145,USD,Available,https://www.mayaroyalheritage.com
Bhairahawa Royal Palace,Bhairahawa,Bhairahawa Nepal,27.5095,83.4585,+977-71-540000,4.8,190,USD,Available,https://www.bhairahawaroyalpalace.com
Siddhartha Royal Imperial,Bhairahawa,Bhairahawa Nepal,27.5085,83.4575,+977-71-540100,4.7,165,USD,Available,https://www.siddhartharoyalimperial.com
Rupandehi Royal Summit,Bhairahawa,Rupandehi Nepal,27.5130,83.4590,+977-71-540200,4.6,135,USD,Available,https://www.rupandehiroyalsummit.com
Dharan Royal Palace,Dharan,Dharan Nepal,26.8135,87.2835,+977-25-532000,4.9,210,USD,Available,https://www.dharanroyalpalace.com
Koshi Royal Imperial,Dharan,Dharan Nepal,26.8150,87.2850,+977-25-532100,4.8,180,USD,Available,https://www.koshiroyalimperial.com
Dharan Grand Heritage,Dharan,Dharan Nepal,26.8125,87.2825,+977-25-532200,4.6,145,USD,Available,https://www.dharangrandheritage.com
Ilam Royal Palace,Ilam,Ilam Nepal,26.9145,87.9345,+977-27-532000,4.9,220,USD,Available,https://www.ilamroyalpalace.com
Kanyam Royal Imperial,Ilam,Kanyam Nepal,26.8845,87.9245,+977-27-532100,4.8,190,USD,Available,https://www.kanyamroyalimperial.com
Hotel Name,Destination,Address,Latitude,Longitude,Phone,Rating,Price Per Night,Currency,Booking Status,Booking URL
Mai Valley Royal Crown,Ilam,Mai Valley Nepal,26.9190,87.9390,+977-27-532200,4.7,160,USD,Available,https://www.maivalleyroyalcrown.com
Janakpur Royal Imperial Palace,Janakpur,Janakpur Nepal,26.7320,85.9290,+977-41-533000,4.9,190,USD,Available,https://www.janakpurroyalimperialpalace.com
Mithila Royal Palace,Janakpur,Janakpur Nepal,26.7310,85.9280,+977-41-533100,4.8,165,USD,Available,https://www.mithilaroyalpalace.com
Sita Royal Crown,Janakpur,Janakpur Nepal,26.7305,85.9275,+977-41-533200,4.6,140,USD,Available,https://www.sitaroyalcrown.com
Palpa Royal Palace,Tansen,Palpa Nepal,27.8710,83.5500,+977-75-533000,4.9,230,USD,Available,https://www.palparoyalpalace.com
Srinagar Royal Resort,Tansen,Palpa Nepal,27.8715,83.5505,+977-75-533100,4.8,195,USD,Available,https://www.srinagarroyalresort.com
Tansen Royal Crown,Tansen,Palpa Nepal,27.8700,83.5490,+977-75-533200,4.7,175,USD,Available,https://www.tansenroyalcrown.com
Butwal Royal Palace,Butwal,Butwal Nepal,27.7040,83.4540,+977-71-541000,4.9,220,USD,Available,https://www.butwalroyalpalace.com
Western Royal Imperial,Butwal,Butwal Nepal,27.7030,83.4530,+977-71-541100,4.8,180,USD,Available,https://www.westernroyalimperial.com
Biratnagar Royal Summit,Biratnagar,Biratnagar Nepal,26.4565,87.2755,+977-21-541000,4.9,210,USD,Available,https://www.biratnagarrollsummit.com
Koshi Royal Crown,Biratnagar,Biratnagar Nepal,26.4555,87.2745,+977-21-541100,4.8,175,USD,Available,https://www.koshiroyalcrown.com
Eastern Royal Palace,Biratnagar,Biratnagar Nepal,26.4560,87.2750,+977-21-541200,4.6,145,USD,Available,https://www.easternroyalpalace.com
Pokhara Royal Palace,Pokhara,Lakeside Pokhara Nepal,28.2145,83.9615,+977-61-483000,4.9,270,USD,Available,https://www.pokhararoyalpalace.com
Fewa Royal Imperial,Pokhara,Fewa Lake Nepal,28.2135,83.9605,+977-61-483100,4.8,230,USD,Available,https://www.fewaroyalimperial.com
Annapurna Royal Crown,Pokhara,Pokhara Nepal,28.2175,83.9585,+977-61-483200,4.7,190,USD,Available,https://www.annapurnaroyalcrown.com
Mountain Royal Palace,Pokhara,Pokhara Nepal,28.2180,83.9575,+977-61-483300,4.6,170,USD,Available,https://www.mountainroyalpalace.com
Kathmandu Royal Palace,Kathmandu,Thamel Nepal,27.7180,85.3150,+977-1-4710200,4.9,300,USD,Available,https://www.kathmanduroyalpalace.com
Thamel Royal Crown,Kathmandu,Thamel Nepal,27.7190,85.3160,+977-1-4710300,4.8,240,USD,Available,https://www.thamelroyalcrown.com
Himalayan Royal Palace,Kathmandu,Lazimpat Nepal,27.7220,85.3200,+977-1-4420100,4.9,320,USD,Available,https://www.himalayanroyalpalace.com
Kathmandu Royal Summit,Kathmandu,Kathmandu Nepal,27.7165,85.3185,+977-1-4710400,4.8,220,USD,Available,https://www.kathmanduroyalsummit.com
Hotel Name,Destination,Address,Latitude,Longitude,Phone,Rating,Price Per Night,Currency,Booking Status,Booking URL
Rara Lake Village Lodge,Mugu,Rara Lake Mugu Nepal,29.5275,82.0835,+977-87-450100,4.6,90,USD,Available,https://www.raralakevillagelodge.com
Mugu Mountain Homestay,Mugu,Mugu Nepal,29.5500,82.1000,+977-87-450200,4.4,65,USD,Available,https://www.mugumountainhomestay.com
Rara Himalayan Retreat,Mugu,Rara National Park Nepal,29.5255,82.0820,+977-87-450300,4.7,120,USD,Available,https://www.rarahimalayanretreat.com
Dolpo Hidden Valley Lodge,Dolpa,Phoksundo Dolpa Nepal,29.1730,82.9460,+977-87-460100,4.8,110,USD,Available,https://www.dolpohiddenvalleylodge.com
Phoksundo Lake Guest House,Dolpa,Phoksundo Nepal,29.1750,82.9475,+977-87-460200,4.7,95,USD,Available,https://www.phoksundolakeguesthouse.com
Upper Dolpo Mountain Inn,Dolpa,Upper Dolpo Nepal,29.2000,83.0000,+977-87-460300,4.5,80,USD,Available,https://www.upperdolpomountaininn.com
Humla Himalayan Lodge,Humla,Simkot Humla Nepal,29.9670,81.8180,+977-87-470100,4.6,85,USD,Available,https://www.humlahimalayanlodge.com
Simkot Village Retreat,Humla,Simkot Nepal,29.9680,81.8190,+977-87-470200,4.5,70,USD,Available,https://www.simkotvillageretreat.com
Limi Valley Homestay,Humla,Limi Valley Nepal,30.0500,81.6500,+977-87-470300,4.8,75,USD,Available,https://www.limivalleyhomestay.com
Karnali Riverside Lodge,Karnali,Karnali Nepal,29.3000,81.9000,+977-83-480100,4.4,60,USD,Available,https://www.karnaliriversidelodge.com
Bajura Mountain View Lodge,Bajura,Bajura Nepal,29.4500,81.3500,+977-97-480200,4.5,65,USD,Available,https://www.bajuramountainview.com
Bajhang Rural Heritage Inn,Bajhang,Bajhang Nepal,29.5400,81.2000,+977-93-480300,4.4,55,USD,Available,https://www.bajhangheritageinn.com
Darchula Himalayan Stay,Darchula,Darchula Nepal,29.8500,80.5500,+977-93-490100,4.6,70,USD,Available,https://www.darchulahimalayanstay.com
Api Base Camp Lodge,Darchula,Api Himal Nepal,30.0000,80.9500,+977-93-490200,4.7,100,USD,Available,https://www.apibasecamplodge.com
Kanchanpur Village Resort,Kanchanpur,Kanchanpur Nepal,28.8500,80.3000,+977-99-490300,4.3,75,USD,Available,https://www.kanchanpurvillageresort.com
Dadeldhura Hill Lodge,Dadeldhura,Dadeldhura Nepal,29.3000,80.5800,+977-96-500100,4.6,85,USD,Available,https://www.dadeldhurahilllodge.com
Baitadi Mountain Homestay,Baitadi,Baitadi Nepal,29.5200,80.4300,+977-95-500200,4.5,60,USD,Available,https://www.baitadimountainhomestay.com
Achham Rural Retreat,Achham,Achham Nepal,29.0500,81.2500,+977-97-500300,4.4,55,USD,Available,https://www.achhamruralretreat.com
Kalikot Village Lodge,Kalikot,Kalikot Nepal,29.1500,81.6000,+977-87-510100,4.5,65,USD,Available,https://www.kalikotvillagelodge.com
Jumla Mountain Heritage,Jumla,Jumla Nepal,29.2800,82.1800,+977-87-510200,4.7,90,USD,Available,https://www.jumlamountainheritage.com
Hotel Name,Destination,Address,Latitude,Longitude,Phone,Rating,Price Per Night,Currency,Booking Status,Booking URL
Taplejung Mountain Lodge,Taplejung,Taplejung Nepal,27.3500,87.6700,+977-24-520100,4.7,95,USD,Available,https://www.taplejungmountainlodge.com
Kanchenjunga Base Camp Lodge,Taplejung,Kanchenjunga Nepal,27.7000,88.0500,+977-24-520200,4.8,120,USD,Available,https://www.kanchenjungabasecamplodge.com
Panchthar Village Resort,Panchthar,Panchthar Nepal,27.1500,87.8200,+977-24-520300,4.5,70,USD,Available,https://www.panchtharvillageresort.com
Terhathum Hill Homestay,Terhathum,Terhathum Nepal,27.1200,87.5500,+977-26-530100,4.6,65,USD,Available,https://www.terhathumhillhomestay.com
Sankhuwasabha Mountain Inn,Sankhuwasabha,Sankhuwasabha Nepal,27.3700,87.2000,+977-29-530200,4.7,85,USD,Available,https://www.sankhuwasabhamountaininn.com
Makalu Base Camp Lodge,Sankhuwasabha,Makalu Region Nepal,27.7900,87.1300,+977-29-530300,4.8,110,USD,Available,https://www.makalubasecamplodge.com
Solukhumbu Village Lodge,Solukhumbu,Pangboche Nepal,27.8500,86.7800,+977-38-540100,4.7,100,USD,Available,https://www.solukhumbuvillagelodge.com
Pangboche Mountain Retreat,Solukhumbu,Pangboche Nepal,27.8505,86.7810,+977-38-540200,4.8,125,USD,Available,https://www.pangbochemountainretreat.com
Thame Valley Homestay,Solukhumbu,Thame Nepal,27.8200,86.7300,+977-38-540300,4.6,80,USD,Available,https://www.thamevalleyhomestay.com
Rasuwa Himalayan Lodge,Rasuwa,Langtang Nepal,28.2100,85.5600,+977-10-550100,4.8,110,USD,Available,https://www.rasuwahimalayanlodge.com
Langtang Valley Guest House,Rasuwa,Langtang Nepal,28.2200,85.5700,+977-10-550200,4.7,90,USD,Available,https://www.langtangvalleyguesthouse.com
Gosaikunda Mountain Inn,Rasuwa,Gosaikunda Nepal,28.0830,85.4100,+977-10-550300,4.6,95,USD,Available,https://www.gosaikundamountaininn.com
Dolakha Mountain Lodge,Dolakha,Dolakha Nepal,27.7800,86.0700,+977-49-560100,4.5,75,USD,Available,https://www.dolakhamountainlodge.com
Rolwaling Valley Retreat,Dolakha,Rolwaling Nepal,27.8500,86.5000,+977-49-560200,4.8,115,USD,Available,https://www.rolwalingvalleyretreat.com
Jiri Village Lodge,Dolakha,Jiri Nepal,27.6300,86.2300,+977-49-560300,4.6,70,USD,Available,https://www.jirivillagelodge.com
Kavre Rural Heritage,Kavrepalanchok,Kavre Nepal,27.6000,85.6500,+977-11-570100,4.4,65,USD,Available,https://www.kavreruralheritage.com
Sindhupalchok Mountain Stay,Sindhupalchok,Sindhupalchok Nepal,27.9500,85.7000,+977-11-570200,4.5,75,USD,Available,https://www.sindhupalchokmountainstay.com
Helambu Village Lodge,Sindhupalchok,Helambu Nepal,28.0000,85.6000,+977-11-570300,4.7,100,USD,Available,https://www.helambuvillagelodge.com
Nuwakot Heritage Homestay,Nuwakot,Nuwakot Nepal,27.9200,85.1700,+977-10-580100,4.5,60,USD,Available,https://www.nuwakotheritagehomestay.com
Dhading Rural Resort,Dhading,Dhading Nepal,27.8700,84.9200,+977-10-580200,4.4,65,USD,Available,https://www.dhadingruralresort.com
Hotel Name,Destination,Address,Latitude,Longitude,Phone,Rating,Price Per Night,Currency,Booking Status,Booking URL
Gatlang Tamang Homestay,Rasuwa,Gatlang Nepal,28.1650,85.4200,+977-10-590100,4.8,75,USD,Available,https://www.gatlangtamanghomestay.com
Parpati Kunda Homestay,Rasuwa,Gatlang Nepal,28.1655,85.4205,+977-10-590200,4.7,70,USD,Available,https://www.parpatikundahomestay.com
Paldor Peak Guest House,Rasuwa,Gatlang Nepal,28.1660,85.4210,+977-10-590300,4.8,90,USD,Available,https://www.paldorpeakguesthouse.com
Gre Village Community Homestay,Rasuwa,Gre Village Nepal,28.1800,85.5000,+977-10-591100,4.7,65,USD,Available,https://www.grehomestay.com
Langtang Mountain Lodge,Rasuwa,Langtang Village Nepal,28.2200,85.5700,+977-10-591200,4.6,85,USD,Available,https://www.langtangmountainlodge.com
Kyanjin Gompa Guest House,Rasuwa,Kyanjin Gompa Nepal,28.2130,85.5630,+977-10-591300,4.8,100,USD,Available,https://www.kyanjinguesthouse.com
Sailung Ridge Homestay,Dolakha,Sailung Nepal,27.7000,86.2500,+977-49-600100,4.7,80,USD,Available,https://www.sailunghomestay.com
Rolwaling Valley Lodge,Dolakha,Na Village Nepal,27.8500,86.4500,+977-49-600200,4.8,105,USD,Available,https://www.rolwalingvalleylodge.com
Tsho Rolpa Mountain Inn,Dolakha,Tsho Rolpa Nepal,27.8600,86.4700,+977-49-600300,4.7,95,USD,Available,https://www.tshorolpamountaininn.com
Jiri Rural Homestay,Dolakha,Jiri Nepal,27.6305,86.2305,+977-49-601100,4.5,60,USD,Available,https://www.jiriruralhomestay.com
Chautara Community Lodge,Sindhupalchok,Chautara Nepal,27.7780,85.7100,+977-11-602100,4.6,70,USD,Available,https://www.chautaracommunitylodge.com
Helambu Village Retreat,Sindhupalchok,Helambu Nepal,28.0100,85.6200,+977-11-602200,4.7,85,USD,Available,https://www.helambuvillageretreat.com
Jugal Himalayan Lodge,Sindhupalchok,Jugal Himal Nepal,27.9500,85.8500,+977-11-602300,4.6,90,USD,Available,https://www.jugalhimalayanlodge.com
Manaslu Village Lodge,Gorkha,Sama Gaun Nepal,28.6400,84.6500,+977-64-610100,4.9,120,USD,Available,https://www.manasluvillage lodge.com
Sama Gaun Mountain Inn,Gorkha,Sama Gaun Nepal,28.6410,84.6510,+977-64-610200,4.8,110,USD,Available,https://www.samagaunmountaininn.com
Lho Village Lodge,Gorkha,Lho Nepal,28.6200,84.6300,+977-64-610300,4.7,95,USD,Available,https://www.lhovillagelodge.com
Ghandruk Community Lodge,Kaski,Ghandruk Nepal,28.3700,84.0000,+977-61-620100,4.8,90,USD,Available,https://www.ghandrukcommunitylodge.com
Landruk Mountain Homestay,Kaski,Landruk Nepal,28.3300,83.9500,+977-61-620200,4.6,70,USD,Available,https://www.landrukmountainhomestay.com
Sikles Village Resort,Kaski,Sikles Nepal,28.4000,84.1300,+977-61-620300,4.7,85,USD,Available,https://www.siklesvillageresort.com
Lwang Rural Homestay,Kaski,Lwang Nepal,28.3900,83.9000,+977-61-621100,4.5,65,USD,Available,https://www.lwangruralhomestay.com
Hotel Name,Destination,Address,Latitude,Longitude,Phone,Rating,Price Per Night,Currency,Booking Status,Booking URL
Tilicho Village Lodge,Manang,Tilicho Nepal,28.6500,84.0300,+977-66-620100,4.8,110,USD,Available,https://www.tilichovillagelodge.com
Khangsar Mountain Guest House,Manang,Khangsar Nepal,28.6200,84.0500,+977-66-620200,4.7,85,USD,Available,https://www.khangsarguesthouse.com
Ngawal Himalayan Lodge,Manang,Ngawal Nepal,28.6500,84.0200,+977-66-620300,4.8,100,USD,Available,https://www.ngawalhimalayanlodge.com
Pisand Village Homestay,Manang,Pisand Nepal,28.6000,84.1500,+977-66-621100,4.6,75,USD,Available,https://www.pisandhomestay.com
Braga Monastery Lodge,Manang,Braga Nepal,28.6600,84.0200,+977-66-621200,4.7,90,USD,Available,https://www.bragalodge.com
Muktinath Village Retreat,Mustang,Muktinath Nepal,28.8200,83.8700,+977-69-630100,4.8,120,USD,Available,https://www.muktinathvillageretreat.com
Kagbeni Village Homestay,Mustang,Kagbeni Nepal,28.8400,83.7800,+977-69-630200,4.7,80,USD,Available,https://www.kagbenivillagehomestay.com
Tukuche Mountain Lodge,Mustang,Tukuche Nepal,28.7400,83.6200,+977-69-630300,4.6,85,USD,Available,https://www.tukuchamountainlodge.com
Lomanthang Heritage Inn,Mustang,Lomanthang Nepal,29.1800,83.9700,+977-69-631100,4.9,130,USD,Available,https://www.lomanthangheritageinn.com
Tsarang Village Lodge,Mustang,Tsarang Nepal,29.1000,83.9500,+977-69-631200,4.7,100,USD,Available,https://www.tsarangvillagelodge.com
Yara Valley Guest House,Mustang,Yara Nepal,29.0800,83.9200,+977-69-631300,4.6,90,USD,Available,https://www.yaravalleyguesthouse.com
Namdo Rural Lodge,Dolpa,Namdo Nepal,29.2000,82.9000,+977-87-640100,4.5,70,USD,Available,https://www.namdorurallodge.com
Dunai Village Inn,Dolpa,Dunai Nepal,29.0500,82.8200,+977-87-640200,4.6,75,USD,Available,https://www.dunaivillageinn.com
Tripurakot Heritage Lodge,Dolpa,Tripurakot Nepal,29.0000,82.8000,+977-87-640300,4.4,60,USD,Available,https://www.tripurakotheritagelodge.com
Makalu Village Lodge,Sankhuwasabha,Num Nepal,27.6800,87.1800,+977-29-650100,4.7,90,USD,Available,https://www.makaluvillagelodge.com
Num Mountain Homestay,Sankhuwasabha,Num Nepal,27.6805,87.1805,+977-29-650200,4.6,70,USD,Available,https://www.nummountainhomestay.com
Seduwa Community Lodge,Sankhuwasabha,Seduwa Nepal,27.6500,87.1200,+977-29-650300,4.8,95,USD,Available,https://www.seduwacommunitylodge.com
Olangchung Gola Lodge,Taplejung,Olangchung Gola Nepal,27.6000,87.9000,+977-24-660100,4.9,115,USD,Available,https://www.olangchunggola.com
Ghunsa Mountain Lodge,Taplejung,Ghunsa Nepal,27.7000,87.9500,+977-24-660200,4.8,105,USD,Available,https://www.ghunsamountainlodge.com
Lelep Village Guest House,Taplejung,Lelep Nepal,27.6000,87.7500,+977-24-660300,4.6,75,USD,Available,https://www.lelepguesthouse.com
Hotel Name,Destination,Address,Latitude,Longitude,Phone,Rating,Price Per Night,Currency,Booking Status,Booking URL
Ghunsa Himalayan Retreat,Taplejung,Ghunsa Nepal,27.7050,87.9550,+977-24-661100,4.8,120,USD,Available,https://www.ghunsahimalayanretreat.com
Khebang Village Lodge,Taplejung,Khebang Nepal,27.4500,87.6500,+977-24-661200,4.5,65,USD,Available,https://www.khebangvillagelodge.com
Yamphudin Mountain Homestay,Taplejung,Yamphudin Nepal,27.4200,87.8200,+977-24-661300,4.7,85,USD,Available,https://www.yamphudinhomestay.com
Kanchenjunga Village Retreat,Taplejung,Kanchenjunga Region Nepal,27.7000,88.0000,+977-24-662100,4.9,130,USD,Available,https://www.kanchenjungavillageretreat.com
Panchase Rural Lodge,Kaski,Panchase Nepal,28.2500,83.8500,+977-61-670100,4.6,75,USD,Available,https://www.panchaserurallodge.com
Astam Village Homestay,Kaski,Astam Nepal,28.3200,83.8800,+977-61-670200,4.7,80,USD,Available,https://www.astamvillagehomestay.com
Dhampus Mountain Lodge,Kaski,Dhampus Nepal,28.2700,83.8100,+977-61-670300,4.8,95,USD,Available,https://www.dhampusmountainlodge.com
Australian Camp Guest House,Kaski,Austrian Camp Nepal,28.3000,83.8200,+977-61-671100,4.7,90,USD,Available,https://www.austriancampguesthouse.com
Khopra Ridge Lodge,Myagdi,Khopra Nepal,28.4800,83.6500,+977-69-680100,4.9,120,USD,Available,https://www.khopraridgelodge.com
Tatopani Village Resort,Myagdi,Tatopani Nepal,28.5000,83.6200,+977-69-680200,4.6,85,USD,Available,https://www.tatopanivillageresort.com
Ghorepani Mountain Lodge,Myagdi,Ghorepani Nepal,28.4000,83.6900,+977-69-680300,4.8,100,USD,Available,https://www.ghorepanimountainlodge.com
Poon Hill View Lodge,Myagdi,Poon Hill Nepal,28.4000,83.6900,+977-69-681100,4.9,115,USD,Available,https://www.poonhillviewlodge.com
Beni Riverside Lodge,Myagdi,Beni Nepal,28.3400,83.5600,+977-69-681200,4.5,70,USD,Available,https://www.beniriversidelodge.com
