hotel_name,destination,address,latitude,longitude,phone,rating,price_per_night,currency,booking_status,booking_url,data_quality_score,price_category
Lumbini Royal Imperial,Lumbini,Lumbini Nepal,27.4725,83.2785,+97771594000,4.9,190,USD,Available,https://www.lumbiniroyalimperial.com,100.0,Luxury
Buddha Imperial Crown,Lumbini,Lumbini Nepal,27.4718,83.2778,+97771594100,4.8,160,USD,Available,https://www.buddhaimperialcrown.com,100.0,Luxury
Maya Grand Heritage,Lumbini,Lumbini Nepal,27.4723,83.277,+97771594200,4.6,135,USD,Available,https://www.mayagrandheritage.com,100.0,Mid Range
Bhairahawa Imperial Crown,Bhairahawa,Bhairahawa Nepal,27.509,83.458,+97771538000,4.8,175,USD,Available,https://www.bhairahawaimperialcrown.com,100.0,Luxury
Siddhartha Royal Summit,Bhairahawa,Bhairahawa Nepal,27.508,83.457,+97771538100,4.7,150,USD,Available,https://www.siddhartharoyalsummit.com,100.0,Luxury
Rupandehi Imperial Palace,Bhairahawa,Rupandehi Nepal,27.5125,83.4585,+97771538200,4.5,120,USD,Available,https://www.rupandehiimperialpalace.com,100.0,Mid Range
Dharan Royal Imperial,Dharan,Dharan Nepal,26.813,87.283,+97725531000,4.9,190,USD,Available,https://www.dharanroyalimperial.com,100.0,Luxury
Koshi Imperial Crown,Dharan,Dharan Nepal,26.8145,87.2845,+97725531100,4.8,165,USD,Available,https://www.koshiimperialcrown.com,100.0,Luxury
Dharan Grand Palace,Dharan,Dharan Nepal,26.812,87.282,+97725531200,4.6,135,USD,Available,https://www.dharangrandpalace.com,100.0,Mid Range
Ilam Royal Imperial,Ilam,Ilam Nepal,26.914,87.934,+97727531000,4.9,210,USD,Available,https://www.ilamroyalimperial.com,100.0,Luxury
Kanyam Imperial Crown,Ilam,Kanyam Nepal,26.884,87.924,+97727531100,4.8,180,USD,Available,https://www.kanyamimperialcrown.com,100.0,Luxury
Mai Valley Royal Palace,Ilam,Mai Valley Nepal,26.9185,87.9385,+97727531200,4.7,155,USD,Available,https://www.maivalleyroyalpalace.com,100.0,Luxury
Janakpur Grand Heritage,Janakpur,Janakpur Nepal,26.7315,85.9285,+97741532000,4.8,175,USD,Available,https://www.janakpurgrandheritage.com,100.0,Luxury
Mithila Imperial Crown,Janakpur,Janakpur Nepal,26.7305,85.9275,+97741532100,4.7,150,USD,Available,https://www.mithilaimperialcrown.com,100.0,Luxury
Sita Grand Palace,Janakpur,Janakpur Nepal,26.73,85.927,+97741532200,4.6,130,USD,Available,https://www.sitagrandpalace.com,100.0,Mid Range
Palpa Royal Imperial,Tansen,Palpa Nepal,27.8705,83.5495,+97775532000,4.9,210,USD,Available,https://www.palparoyalimperial.com,100.0,Luxury
Srinagar Imperial Crown,Tansen,Palpa Nepal,27.871,83.55,+97775532100,4.8,185,USD,Available,https://www.srinagarimperialcrown.com,100.0,Luxury
Tansen Grand Palace,Tansen,Palpa Nepal,27.8695,83.5485,+97775532200,4.7,165,USD,Available,https://www.tansengrandpalace.com,100.0,Luxury
Western Imperial Crown,Butwal,Butwal Nepal,27.7025,83.4525,+97771539100,4.7,160,USD,Available,https://www.westernimperialcrown.com,100.0,Luxury
Biratnagar Royal Palace,Biratnagar,Biratnagar Nepal,26.456,87.275,+97721539000,4.9,200,USD,Available,https://www.biratnagarroyalpalace.com,100.0,Luxury
Koshi Imperial Palace,Biratnagar,Biratnagar Nepal,26.455,87.274,+97721539100,4.8,170,USD,Available,https://www.koshiimperialpalace.com,100.0,Luxury
Eastern Grand Crown,Biratnagar,Biratnagar Nepal,26.4555,87.2745,+97721539200,4.6,140,USD,Available,https://www.easterngrandcrown.com,100.0,Mid Range
Pokhara Royal Imperial,Pokhara,Lakeside Pokhara Nepal,28.214,83.961,+97761482000,4.9,250,USD,Available,https://www.pokhararoyalimperial.com,100.0,Luxury
Fewa Grand Summit,Pokhara,Fewa Lake Nepal,28.213,83.96,+97761482100,4.8,220,USD,Available,https://www.fewagrandsummit.com,100.0,Luxury
Annapurna Royal Palace,Pokhara,Pokhara Nepal,28.217,83.958,+97761482200,4.7,185,USD,Available,https://www.annapurnaroyalpalace.com,100.0,Luxury
Mountain Royal Imperial,Pokhara,Pokhara Nepal,28.2175,83.957,+97761482300,4.6,165,USD,Available,https://www.mountainroyalimperial.com,100.0,Luxury
Kathmandu Royal Imperial,Kathmandu,Thamel Nepal,27.7175,85.3145,+97714709900,4.9,260,USD,Available,https://www.kathmanduroyalimperial.com,100.0,Luxury
Thamel Royal Palace,Kathmandu,Thamel Nepal,27.7185,85.3155,+97714710000,4.8,230,USD,Available,https://www.thamelroyalpalace.com,100.0,Luxury
Himalayan Royal Imperial,Kathmandu,Lazimpat Nepal,27.7215,85.3195,+97714420000,4.9,270,USD,Available,https://www.himalayanroyalimperial.com,100.0,Luxury
Kathmandu Grand Imperial,Kathmandu,Kathmandu Nepal,27.716,85.318,+97714710100,4.7,200,USD,Available,https://www.kathmandugrandimperial.com,100.0,Luxury
Patan Royal Imperial,Lalitpur,Patan Nepal,27.6755,85.3285,+97715544400,4.9,240,USD,Available,https://www.patanroyalimperial.com,100.0,Luxury
Newa Royal Summit,Lalitpur,Patan Nepal,27.6748,85.3278,+97715544500,4.8,200,USD,Available,https://www.newaroyalsummit.com,100.0,Luxury
Lalitpur Grand Palace,Lalitpur,Patan Nepal,27.676,85.3288,+97715544600,4.7,175,USD,Available,https://www.lalitpurgrandpalace.com,100.0,Luxury
Bhaktapur Royal Imperial,Bhaktapur,Bhaktapur Nepal,27.675,85.433,+97716622200,4.9,230,USD,Available,https://www.bhaktapurroyalimperial.com,100.0,Luxury
Durbar Imperial Crown,Bhaktapur,Bhaktapur Nepal,27.674,85.432,+97716622300,4.8,190,USD,Available,https://www.durbarimperialcrown.com,100.0,Luxury
Nagarkot Royal Imperial,Nagarkot,Nagarkot Nepal,27.7195,85.5225,+97716688800,4.9,280,USD,Available,https://www.nagarkotroyalimperial.com,100.0,Luxury
Nagarkot Imperial Palace,Nagarkot,Nagarkot Nepal,27.7187,85.5217,+97716688900,4.8,230,USD,Available,https://www.nagarkotimperialpalace.com,100.0,Luxury
Dhulikhel Royal Imperial,Dhulikhel,Dhulikhel Nepal,27.626,85.546,+97711493800,4.9,250,USD,Available,https://www.dhulikhelroyalimperial.com,100.0,Luxury
Dhulikhel Grand Palace,Dhulikhel,Dhulikhel Nepal,27.6255,85.5455,+97711493900,4.8,210,USD,Available,https://www.dhulikhelgrandpalace.com,100.0,Luxury
Panauti Royal Summit,Panauti,Panauti Nepal,27.5865,85.515,+97711442600,4.7,170,USD,Available,https://www.panautiroyalsummit.com,100.0,Luxury
Bandipur Royal Palace,Bandipur,Bandipur Nepal,27.9415,84.4105,+97765565600,4.9,270,USD,Available,https://www.bandipurroyalpalace.com,100.0,Luxury
Bandipur Imperial Heritage,Bandipur,Bandipur Nepal,27.9405,84.4095,+97765565700,4.8,220,USD,Available,https://www.bandipurimperialheritage.com,100.0,Luxury
Gorkha Royal Imperial,Gorkha,Gorkha Nepal,28.0045,84.6365,+97764434000,4.9,240,USD,Available,https://www.gorkharoyalimperial.com,100.0,Luxury
Gorkha Grand Summit,Gorkha,Gorkha Nepal,28.0038,84.6358,+97764434100,4.8,190,USD,Available,https://www.gorkhagrandsummit.com,100.0,Luxury
Manaslu Royal Palace,Gorkha,Manaslu Nepal,28.654,84.654,+97764434200,4.9,280,USD,Available,https://www.manasluroyalpalace.com,100.0,Luxury
Lamjung Royal Imperial,Lamjung,Lamjung Nepal,28.2385,84.3785,+97766532000,4.8,200,USD,Available,https://www.lamjungroyalimperial.com,100.0,Luxury
Besisahar Royal Summit,Lamjung,Besisahar Nepal,28.2355,84.3755,+97766532100,4.7,170,USD,Available,https://www.besisaharroyalsummit.com,100.0,Luxury
Manang Royal Imperial,Manang,Manang Nepal,28.6705,84.0215,+97766455000,4.9,290,USD,Available,https://www.manangroyalimperial.com,100.0,Luxury
Annapurna Royal Palace,Manang,Annapurna Region Nepal,28.673,84.023,+97766455100,4.8,240,USD,Available,https://www.annapurnaroyalpalace.com,100.0,Luxury
Mustang Royal Imperial,Mustang,Jomsom Nepal,28.7845,83.7345,+97769454000,4.9,280,USD,Available,https://www.mustangroyalimperial.com,100.0,Luxury
Kagbeni Royal Palace,Mustang,Kagbeni Nepal,28.839,83.786,+97769454100,4.8,220,USD,Available,https://www.kagbeniroyalpalace.com,100.0,Luxury
Marpha Grand Summit,Mustang,Marpha Nepal,28.754,83.694,+97769454200,4.7,190,USD,Available,https://www.marphagrandsummit.com,100.0,Luxury
Everest Royal Imperial,Solukhumbu,Namche Nepal,27.808,86.713,+97738552000,4.9,300,USD,Available,https://www.everestroyalimperial.com,100.0,Luxury
Khumbu Royal Palace,Solukhumbu,Khumbu Nepal,27.809,86.715,+97738552100,4.8,250,USD,Available,https://www.khumburoyalpalace.com,100.0,Luxury
Lukla Grand Imperial,Solukhumbu,Lukla Nepal,27.69,86.731,+97738552200,4.7,200,USD,Available,https://www.luklagrandimperial.com,100.0,Luxury
Chitwan Royal Imperial Resort,Chitwan,Sauraha Nepal,27.5845,84.498,+97756595000,4.9,220,USD,Available,https://www.chitwanroyalimperialresort.com,100.0,Luxury
Sauraha Royal Palace,Chitwan,Sauraha Nepal,27.5855,84.499,+97756595100,4.8,180,USD,Available,https://www.sauraharoyalpalace.com,100.0,Luxury
Tharu Imperial Heritage,Chitwan,Sauraha Nepal,27.5865,84.5,+97756595200,4.7,150,USD,Available,https://www.tharuimperialheritage.com,100.0,Luxury
Lumbini Royal Palace,Lumbini,Lumbini Nepal,27.473,83.279,+97771595000,4.9,210,USD,Available,https://www.lumbiniroyalpalace.com,100.0,Luxury
Buddha Royal Imperial,Lumbini,Lumbini Nepal,27.4723,83.2783,+97771595100,4.8,175,USD,Available,https://www.buddharoyalimperial.com,100.0,Luxury
Maya Royal Heritage,Lumbini,Lumbini Nepal,27.4728,83.2775,+97771595200,4.6,145,USD,Available,https://www.mayaroyalheritage.com,100.0,Mid Range
Bhairahawa Royal Palace,Bhairahawa,Bhairahawa Nepal,27.5095,83.4585,+97771540000,4.8,190,USD,Available,https://www.bhairahawaroyalpalace.com,100.0,Luxury
Siddhartha Royal Imperial,Bhairahawa,Bhairahawa Nepal,27.5085,83.4575,+97771540100,4.7,165,USD,Available,https://www.siddhartharoyalimperial.com,100.0,Luxury
Rupandehi Royal Summit,Bhairahawa,Rupandehi Nepal,27.513,83.459,+97771540200,4.6,135,USD,Available,https://www.rupandehiroyalsummit.com,100.0,Mid Range
Koshi Royal Imperial,Dharan,Dharan Nepal,26.815,87.285,+97725532100,4.8,180,USD,Available,https://www.koshiroyalimperial.com,100.0,Luxury
Dharan Grand Heritage,Dharan,Dharan Nepal,26.8125,87.2825,+97725532200,4.6,145,USD,Available,https://www.dharangrandheritage.com,100.0,Mid Range
Ilam Royal Palace,Ilam,Ilam Nepal,26.9145,87.9345,+97727532000,4.9,220,USD,Available,https://www.ilamroyalpalace.com,100.0,Luxury
Kanyam Royal Imperial,Ilam,Kanyam Nepal,26.8845,87.9245,+97727532100,4.8,190,USD,Available,https://www.kanyamroyalimperial.com,100.0,Luxury
Mai Valley Royal Crown,Ilam,Mai Valley Nepal,26.919,87.939,+97727532200,4.7,160,USD,Available,https://www.maivalleyroyalcrown.com,100.0,Luxury
Janakpur Royal Imperial Palace,Janakpur,Janakpur Nepal,26.732,85.929,+97741533000,4.9,190,USD,Available,https://www.janakpurroyalimperialpalace.com,100.0,Luxury
Mithila Royal Palace,Janakpur,Janakpur Nepal,26.731,85.928,+97741533100,4.8,165,USD,Available,https://www.mithilaroyalpalace.com,100.0,Luxury
Sita Royal Crown,Janakpur,Janakpur Nepal,26.7305,85.9275,+97741533200,4.6,140,USD,Available,https://www.sitaroyalcrown.com,100.0,Mid Range
Palpa Royal Palace,Tansen,Palpa Nepal,27.871,83.55,+97775533000,4.9,230,USD,Available,https://www.palparoyalpalace.com,100.0,Luxury
Srinagar Royal Resort,Tansen,Palpa Nepal,27.8715,83.5505,+97775533100,4.8,195,USD,Available,https://www.srinagarroyalresort.com,100.0,Luxury
Tansen Royal Crown,Tansen,Palpa Nepal,27.87,83.549,+97775533200,4.7,175,USD,Available,https://www.tansenroyalcrown.com,100.0,Luxury
Butwal Royal Palace,Butwal,Butwal Nepal,27.704,83.454,+97771541000,4.9,220,USD,Available,https://www.butwalroyalpalace.com,100.0,Luxury
Western Royal Imperial,Butwal,Butwal Nepal,27.703,83.453,+97771541100,4.8,180,USD,Available,https://www.westernroyalimperial.com,100.0,Luxury
Biratnagar Royal Summit,Biratnagar,Biratnagar Nepal,26.4565,87.2755,+97721541000,4.9,210,USD,Available,https://www.biratnagarrollsummit.com,100.0,Luxury
Koshi Royal Crown,Biratnagar,Biratnagar Nepal,26.4555,87.2745,+97721541100,4.8,175,USD,Available,https://www.koshiroyalcrown.com,100.0,Luxury
Eastern Royal Palace,Biratnagar,Biratnagar Nepal,26.456,87.275,+97721541200,4.6,145,USD,Available,https://www.easternroyalpalace.com,100.0,Mid Range
Pokhara Royal Palace,Pokhara,Lakeside Pokhara Nepal,28.2145,83.9615,+97761483000,4.9,270,USD,Available,https://www.pokhararoyalpalace.com,100.0,Luxury
Fewa Royal Imperial,Pokhara,Fewa Lake Nepal,28.2135,83.9605,+97761483100,4.8,230,USD,Available,https://www.fewaroyalimperial.com,100.0,Luxury
Annapurna Royal Crown,Pokhara,Pokhara Nepal,28.2175,83.9585,+97761483200,4.7,190,USD,Available,https://www.annapurnaroyalcrown.com,100.0,Luxury
Mountain Royal Palace,Pokhara,Pokhara Nepal,28.218,83.9575,+97761483300,4.6,170,USD,Available,https://www.mountainroyalpalace.com,100.0,Luxury
Kathmandu Royal Palace,Kathmandu,Thamel Nepal,27.718,85.315,+97714710200,4.9,300,USD,Available,https://www.kathmanduroyalpalace.com,100.0,Luxury
Thamel Royal Crown,Kathmandu,Thamel Nepal,27.719,85.316,+97714710300,4.8,240,USD,Available,https://www.thamelroyalcrown.com,100.0,Luxury
Himalayan Royal Palace,Kathmandu,Lazimpat Nepal,27.722,85.32,+97714420100,4.9,320,USD,Available,https://www.himalayanroyalpalace.com,100.0,Luxury
Kathmandu Royal Summit,Kathmandu,Kathmandu Nepal,27.7165,85.3185,+97714710400,4.8,220,USD,Available,https://www.kathmanduroyalsummit.com,100.0,Luxury
Rara Lake Village Lodge,Mugu,Rara Lake Mugu Nepal,29.5275,82.0835,+97787450100,4.6,90,USD,Available,https://www.raralakevillagelodge.com,100.0,Mid Range
Mugu Mountain Homestay,Mugu,Mugu Nepal,29.55,82.1,+97787450200,4.4,65,USD,Available,https://www.mugumountainhomestay.com,100.0,Budget
Rara Himalayan Retreat,Mugu,Rara National Park Nepal,29.5255,82.082,+97787450300,4.7,120,USD,Available,https://www.rarahimalayanretreat.com,100.0,Mid Range
Dolpo Hidden Valley Lodge,Dolpa,Phoksundo Dolpa Nepal,29.173,82.946,+97787460100,4.8,110,USD,Available,https://www.dolpohiddenvalleylodge.com,100.0,Mid Range
Phoksundo Lake Guest House,Dolpa,Phoksundo Nepal,29.175,82.9475,+97787460200,4.7,95,USD,Available,https://www.phoksundolakeguesthouse.com,100.0,Mid Range
Upper Dolpo Mountain Inn,Dolpa,Upper Dolpo Nepal,29.2,83.0,+97787460300,4.5,80,USD,Available,https://www.upperdolpomountaininn.com,100.0,Mid Range
Humla Himalayan Lodge,Humla,Simkot Humla Nepal,29.967,81.818,+97787470100,4.6,85,USD,Available,https://www.humlahimalayanlodge.com,100.0,Mid Range
Simkot Village Retreat,Humla,Simkot Nepal,29.968,81.819,+97787470200,4.5,70,USD,Available,https://www.simkotvillageretreat.com,100.0,Budget
Limi Valley Homestay,Humla,Limi Valley Nepal,30.05,81.65,+97787470300,4.8,75,USD,Available,https://www.limivalleyhomestay.com,100.0,Budget
Karnali Riverside Lodge,Karnali,Karnali Nepal,29.3,81.9,+97783480100,4.4,60,USD,Available,https://www.karnaliriversidelodge.com,100.0,Budget
Bajura Mountain View Lodge,Bajura,Bajura Nepal,29.45,81.35,+97797480200,4.5,65,USD,Available,https://www.bajuramountainview.com,100.0,Budget
Bajhang Rural Heritage Inn,Bajhang,Bajhang Nepal,29.54,81.2,+97793480300,4.4,55,USD,Available,https://www.bajhangheritageinn.com,100.0,Budget
Darchula Himalayan Stay,Darchula,Darchula Nepal,29.85,80.55,+97793490100,4.6,70,USD,Available,https://www.darchulahimalayanstay.com,100.0,Budget
Api Base Camp Lodge,Darchula,Api Himal Nepal,30.0,80.95,+97793490200,4.7,100,USD,Available,https://www.apibasecamplodge.com,100.0,Mid Range
Kanchanpur Village Resort,Kanchanpur,Kanchanpur Nepal,28.85,80.3,+97799490300,4.3,75,USD,Available,https://www.kanchanpurvillageresort.com,100.0,Budget
Dadeldhura Hill Lodge,Dadeldhura,Dadeldhura Nepal,29.3,80.58,+97796500100,4.6,85,USD,Available,https://www.dadeldhurahilllodge.com,100.0,Mid Range
Baitadi Mountain Homestay,Baitadi,Baitadi Nepal,29.52,80.43,+97795500200,4.5,60,USD,Available,https://www.baitadimountainhomestay.com,100.0,Budget
Achham Rural Retreat,Achham,Achham Nepal,29.05,81.25,+97797500300,4.4,55,USD,Available,https://www.achhamruralretreat.com,100.0,Budget
Kalikot Village Lodge,Kalikot,Kalikot Nepal,29.15,81.6,+97787510100,4.5,65,USD,Available,https://www.kalikotvillagelodge.com,100.0,Budget
Jumla Mountain Heritage,Jumla,Jumla Nepal,29.28,82.18,+97787510200,4.7,90,USD,Available,https://www.jumlamountainheritage.com,100.0,Mid Range
Taplejung Mountain Lodge,Taplejung,Taplejung Nepal,27.35,87.67,+97724520100,4.7,95,USD,Available,https://www.taplejungmountainlodge.com,100.0,Mid Range
Panchthar Village Resort,Panchthar,Panchthar Nepal,27.15,87.82,+97724520300,4.5,70,USD,Available,https://www.panchtharvillageresort.com,100.0,Budget
Terhathum Hill Homestay,Terhathum,Terhathum Nepal,27.12,87.55,+97726530100,4.6,65,USD,Available,https://www.terhathumhillhomestay.com,100.0,Budget
Sankhuwasabha Mountain Inn,Sankhuwasabha,Sankhuwasabha Nepal,27.37,87.2,+97729530200,4.7,85,USD,Available,https://www.sankhuwasabhamountaininn.com,100.0,Mid Range
Makalu Base Camp Lodge,Sankhuwasabha,Makalu Region Nepal,27.79,87.13,+97729530300,4.8,110,USD,Available,https://www.makalubasecamplodge.com,100.0,Mid Range
Solukhumbu Village Lodge,Solukhumbu,Pangboche Nepal,27.85,86.78,+97738540100,4.7,100,USD,Available,https://www.solukhumbuvillagelodge.com,100.0,Mid Range
Pangboche Mountain Retreat,Solukhumbu,Pangboche Nepal,27.8505,86.781,+97738540200,4.8,125,USD,Available,https://www.pangbochemountainretreat.com,100.0,Mid Range
Thame Valley Homestay,Solukhumbu,Thame Nepal,27.82,86.73,+97738540300,4.6,80,USD,Available,https://www.thamevalleyhomestay.com,100.0,Mid Range
Rasuwa Himalayan Lodge,Rasuwa,Langtang Nepal,28.21,85.56,+97710550100,4.8,110,USD,Available,https://www.rasuwahimalayanlodge.com,100.0,Mid Range
Langtang Valley Guest House,Rasuwa,Langtang Nepal,28.22,85.57,+97710550200,4.7,90,USD,Available,https://www.langtangvalleyguesthouse.com,100.0,Mid Range
Gosaikunda Mountain Inn,Rasuwa,Gosaikunda Nepal,28.083,85.41,+97710550300,4.6,95,USD,Available,https://www.gosaikundamountaininn.com,100.0,Mid Range
Dolakha Mountain Lodge,Dolakha,Dolakha Nepal,27.78,86.07,+97749560100,4.5,75,USD,Available,https://www.dolakhamountainlodge.com,100.0,Budget
Rolwaling Valley Retreat,Dolakha,Rolwaling Nepal,27.85,86.5,+97749560200,4.8,115,USD,Available,https://www.rolwalingvalleyretreat.com,100.0,Mid Range
Jiri Village Lodge,Dolakha,Jiri Nepal,27.63,86.23,+97749560300,4.6,70,USD,Available,https://www.jirivillagelodge.com,100.0,Budget
Kavre Rural Heritage,Kavrepalanchok,Kavre Nepal,27.6,85.65,+97711570100,4.4,65,USD,Available,https://www.kavreruralheritage.com,100.0,Budget
Sindhupalchok Mountain Stay,Sindhupalchok,Sindhupalchok Nepal,27.95,85.7,+97711570200,4.5,75,USD,Available,https://www.sindhupalchokmountainstay.com,100.0,Budget
Helambu Village Lodge,Sindhupalchok,Helambu Nepal,28.0,85.6,+97711570300,4.7,100,USD,Available,https://www.helambuvillagelodge.com,100.0,Mid Range
Nuwakot Heritage Homestay,Nuwakot,Nuwakot Nepal,27.92,85.17,+97710580100,4.5,60,USD,Available,https://www.nuwakotheritagehomestay.com,100.0,Budget
Dhading Rural Resort,Dhading,Dhading Nepal,27.87,84.92,+97710580200,4.4,65,USD,Available,https://www.dhadingruralresort.com,100.0,Budget
Gatlang Tamang Homestay,Rasuwa,Gatlang Nepal,28.165,85.42,+97710590100,4.8,75,USD,Available,https://www.gatlangtamanghomestay.com,100.0,Budget
Parpati Kunda Homestay,Rasuwa,Gatlang Nepal,28.1655,85.4205,+97710590200,4.7,70,USD,Available,https://www.parpatikundahomestay.com,100.0,Budget
Paldor Peak Guest House,Rasuwa,Gatlang Nepal,28.166,85.421,+97710590300,4.8,90,USD,Available,https://www.paldorpeakguesthouse.com,100.0,Mid Range
Gre Village Community Homestay,Rasuwa,Gre Village Nepal,28.18,85.5,+97710591100,4.7,65,USD,Available,https://www.grehomestay.com,100.0,Budget
Langtang Mountain Lodge,Rasuwa,Langtang Village Nepal,28.22,85.57,+97710591200,4.6,85,USD,Available,https://www.langtangmountainlodge.com,100.0,Mid Range
Kyanjin Gompa Guest House,Rasuwa,Kyanjin Gompa Nepal,28.213,85.563,+97710591300,4.8,100,USD,Available,https://www.kyanjinguesthouse.com,100.0,Mid Range
Sailung Ridge Homestay,Dolakha,Sailung Nepal,27.7,86.25,+97749600100,4.7,80,USD,Available,https://www.sailunghomestay.com,100.0,Mid Range
Rolwaling Valley Lodge,Dolakha,Na Village Nepal,27.85,86.45,+97749600200,4.8,105,USD,Available,https://www.rolwalingvalleylodge.com,100.0,Mid Range
Tsho Rolpa Mountain Inn,Dolakha,Tsho Rolpa Nepal,27.86,86.47,+97749600300,4.7,95,USD,Available,https://www.tshorolpamountaininn.com,100.0,Mid Range
Jiri Rural Homestay,Dolakha,Jiri Nepal,27.6305,86.2305,+97749601100,4.5,60,USD,Available,https://www.jiriruralhomestay.com,100.0,Budget
Chautara Community Lodge,Sindhupalchok,Chautara Nepal,27.778,85.71,+97711602100,4.6,70,USD,Available,https://www.chautaracommunitylodge.com,100.0,Budget
Helambu Village Retreat,Sindhupalchok,Helambu Nepal,28.01,85.62,+97711602200,4.7,85,USD,Available,https://www.helambuvillageretreat.com,100.0,Mid Range
Jugal Himalayan Lodge,Sindhupalchok,Jugal Himal Nepal,27.95,85.85,+97711602300,4.6,90,USD,Available,https://www.jugalhimalayanlodge.com,100.0,Mid Range
Manaslu Village Lodge,Gorkha,Sama Gaun Nepal,28.64,84.65,+97764610100,4.9,120,USD,Available,https://www.manasluvillage lodge.com,100.0,Mid Range
Sama Gaun Mountain Inn,Gorkha,Sama Gaun Nepal,28.641,84.651,+97764610200,4.8,110,USD,Available,https://www.samagaunmountaininn.com,100.0,Mid Range
Lho Village Lodge,Gorkha,Lho Nepal,28.62,84.63,+97764610300,4.7,95,USD,Available,https://www.lhovillagelodge.com,100.0,Mid Range
Ghandruk Community Lodge,Kaski,Ghandruk Nepal,28.37,84.0,+97761620100,4.8,90,USD,Available,https://www.ghandrukcommunitylodge.com,100.0,Mid Range
Landruk Mountain Homestay,Kaski,Landruk Nepal,28.33,83.95,+97761620200,4.6,70,USD,Available,https://www.landrukmountainhomestay.com,100.0,Budget
Sikles Village Resort,Kaski,Sikles Nepal,28.4,84.13,+97761620300,4.7,85,USD,Available,https://www.siklesvillageresort.com,100.0,Mid Range
Lwang Rural Homestay,Kaski,Lwang Nepal,28.39,83.9,+97761621100,4.5,65,USD,Available,https://www.lwangruralhomestay.com,100.0,Budget
Tilicho Village Lodge,Manang,Tilicho Nepal,28.65,84.03,+97766620100,4.8,110,USD,Available,https://www.tilichovillagelodge.com,100.0,Mid Range
Khangsar Mountain Guest House,Manang,Khangsar Nepal,28.62,84.05,+97766620200,4.7,85,USD,Available,https://www.khangsarguesthouse.com,100.0,Mid Range
Ngawal Himalayan Lodge,Manang,Ngawal Nepal,28.65,84.02,+97766620300,4.8,100,USD,Available,https://www.ngawalhimalayanlodge.com,100.0,Mid Range
Pisand Village Homestay,Manang,Pisand Nepal,28.6,84.15,+97766621100,4.6,75,USD,Available,https://www.pisandhomestay.com,100.0,Budget
Braga Monastery Lodge,Manang,Braga Nepal,28.66,84.02,+97766621200,4.7,90,USD,Available,https://www.bragalodge.com,100.0,Mid Range
Muktinath Village Retreat,Mustang,Muktinath Nepal,28.82,83.87,+97769630100,4.8,120,USD,Available,https://www.muktinathvillageretreat.com,100.0,Mid Range
Kagbeni Village Homestay,Mustang,Kagbeni Nepal,28.84,83.78,+97769630200,4.7,80,USD,Available,https://www.kagbenivillagehomestay.com,100.0,Mid Range
Tukuche Mountain Lodge,Mustang,Tukuche Nepal,28.74,83.62,+97769630300,4.6,85,USD,Available,https://www.tukuchamountainlodge.com,100.0,Mid Range
Lomanthang Heritage Inn,Mustang,Lomanthang Nepal,29.18,83.97,+97769631100,4.9,130,USD,Available,https://www.lomanthangheritageinn.com,100.0,Mid Range
Tsarang Village Lodge,Mustang,Tsarang Nepal,29.1,83.95,+97769631200,4.7,100,USD,Available,https://www.tsarangvillagelodge.com,100.0,Mid Range
Yara Valley Guest House,Mustang,Yara Nepal,29.08,83.92,+97769631300,4.6,90,USD,Available,https://www.yaravalleyguesthouse.com,100.0,Mid Range
Namdo Rural Lodge,Dolpa,Namdo Nepal,29.2,82.9,+97787640100,4.5,70,USD,Available,https://www.namdorurallodge.com,100.0,Budget
Dunai Village Inn,Dolpa,Dunai Nepal,29.05,82.82,+97787640200,4.6,75,USD,Available,https://www.dunaivillageinn.com,100.0,Budget
Tripurakot Heritage Lodge,Dolpa,Tripurakot Nepal,29.0,82.8,+97787640300,4.4,60,USD,Available,https://www.tripurakotheritagelodge.com,100.0,Budget
Makalu Village Lodge,Sankhuwasabha,Num Nepal,27.68,87.18,+97729650100,4.7,90,USD,Available,https://www.makaluvillagelodge.com,100.0,Mid Range
Num Mountain Homestay,Sankhuwasabha,Num Nepal,27.6805,87.1805,+97729650200,4.6,70,USD,Available,https://www.nummountainhomestay.com,100.0,Budget
Seduwa Community Lodge,Sankhuwasabha,Seduwa Nepal,27.65,87.12,+97729650300,4.8,95,USD,Available,https://www.seduwacommunitylodge.com,100.0,Mid Range
Olangchung Gola Lodge,Taplejung,Olangchung Gola Nepal,27.6,87.9,+97724660100,4.9,115,USD,Available,https://www.olangchunggola.com,100.0,Mid Range
Ghunsa Mountain Lodge,Taplejung,Ghunsa Nepal,27.7,87.95,+97724660200,4.8,105,USD,Available,https://www.ghunsamountainlodge.com,100.0,Mid Range
Lelep Village Guest House,Taplejung,Lelep Nepal,27.6,87.75,+97724660300,4.6,75,USD,Available,https://www.lelepguesthouse.com,100.0,Budget
Ghunsa Himalayan Retreat,Taplejung,Ghunsa Nepal,27.705,87.955,+97724661100,4.8,120,USD,Available,https://www.ghunsahimalayanretreat.com,100.0,Mid Range
Khebang Village Lodge,Taplejung,Khebang Nepal,27.45,87.65,+97724661200,4.5,65,USD,Available,https://www.khebangvillagelodge.com,100.0,Budget
Yamphudin Mountain Homestay,Taplejung,Yamphudin Nepal,27.42,87.82,+97724661300,4.7,85,USD,Available,https://www.yamphudinhomestay.com,100.0,Mid Range
